dictionary,hiragana,meaning,type,transitivity,negative,polite,conditional,volitional,te,past,negativePast,passive,causative,potential,imperative
復習する,ふくしゅうする,to review,irregular,-,復習しない,復習します,復習すれば,復習しよう,復習して,復習した,復習しなかった,復習される,復習させる,復習できる,復習しろ
普及する,ふきゅうする,"to spread, to be popular",irregular,-,普及しない,普及します,普及すれば,普及しよう,普及して,普及した,普及しなかった,普及される,普及させる,普及できる,普及しろ
不足する,ふそくする,to be short of,irregular,-,不足しない,不足します,不足すれば,不足しよう,不足して,不足した,不足しなかった,不足される,不足させる,不足できる,不足しろ
負担する,ふたんする,to bear (expenses),irregular,-,負担しない,負担します,負担すれば,負担しよう,負担して,負担した,負担しなかった,負担される,負担させる,負担できる,負担しろ
外食する,がいしょくする,to eat out,irregular,-,外食しない,外食します,外食すれば,外食しよう,外食して,外食した,外食しなかった,外食される,外食させる,外食できる,外食しろ
外出する,がいしゅつする,to go out,irregular,-,外出しない,外出します,外出すれば,外出しよう,外出して,外出した,外出しなかった,外出される,外出させる,外出できる,外出しろ
我慢する,がまんする,to be patient,irregular,-,我慢しない,我慢します,我慢すれば,我慢しよう,我慢して,我慢した,我慢しなかった,我慢される,我慢させる,我慢できる,我慢しろ
減少する,げんしょする,to decrease,irregular,-,減少しない,減少します,減少すれば,減少しよう,減少して,減少した,減少しなかった,減少される,減少させる,減少できる,減少しろ
議論する,ぎろんする,"to argue, to debate",irregular,-,議論しない,議論します,議論すれば,議論しよう,議論して,議論した,議論しなかった,議論される,議論させる,議論できる,議論しろ
誤解する,ごかいする,to misunderstand,irregular,-,誤解しない,誤解します,誤解すれば,誤解しよう,誤解して,誤解した,誤解しなかった,誤解される,誤解させる,誤解できる,誤解しろ
合格する,ごうかくする,to pass (an exam),irregular,-,合格しない,合格します,合格すれば,合格しよう,合格して,合格した,合格しなかった,合格される,合格させる,合格できる,合格しろ
合計する,ごうけいする,"to add up, to total",irregular,-,合計しない,合計します,合計すれば,合計しよう,合計して,合計した,合計しなかった,合計される,合計させる,合計できる,合計しろ
廃止する,はいしする,to abolish,irregular,-,廃止しない,廃止します,廃止すれば,廃止しよう,廃止して,廃止した,廃止しなかった,廃止される,廃止させる,廃止できる,廃止しろ
配達する,はいたつする,to deliver,irregular,-,配達しない,配達します,配達すれば,配達しよう,配達して,配達した,配達しなかった,配達される,配達させる,配達できる,配達しろ
破壊する,はかいする,to destroy,irregular,-,破壊しない,破壊します,破壊すれば,破壊しよう,破壊して,破壊した,破壊しなかった,破壊される,破壊させる,破壊できる,破壊しろ
発行する,はっこうする,to publish,irregular,-,発行しない,発行します,発行すれば,発行しよう,発行して,発行した,発行しなかった,発行される,発行させる,発行できる,発行しろ
拍手する,はくする,"to applaud, to clap",irregular,-,拍手しない,拍手します,拍手すれば,拍手しよう,拍手して,拍手した,拍手しなかった,拍手される,拍手させる,拍手できる,拍手しろ
判断する,はんだんする,to judge,irregular,-,判断しない,判断します,判断すれば,判断しよう,判断して,判断した,判断しなかった,判断される,判断させる,判断できる,判断しろ
反応する,はんおうする,"to react, to respond",irregular,-,反応しない,反応します,反応すれば,反応しよう,反応して,反応した,反応しなかった,反応される,反応させる,反応できる,反応しろ
反射する,はんしゃする,to reflect,irregular,-,反射しない,反射します,反射すれば,反射しよう,反射して,反射した,反射しなかった,反射される,反射させる,反射できる,反射しろ
反対する,はんたいする,to oppose,irregular,-,反対しない,反対します,反対すれば,反対しよう,反対して,反対した,反対しなかった,反対される,反対させる,反対できる,反対しろ
発表する,はっぴょうする,to announce,irregular,-,発表しない,発表します,発表すれば,発表しよう,発表して,発表した,発表しなかった,発表される,発表させる,発表できる,発表しろ
破産する,はさんする,to go bankrupt,irregular,-,破産しない,破産します,破産すれば,破産しよう,破産して,破産した,破産しなかった,破産される,破産させる,破産できる,破産しろ
発送する,はっそうする,"to ship, to send out",irregular,-,発送しない,発送します,発送すれば,発送しよう,発送して,発送した,発送しなかった,発送される,発送させる,発送できる,発送しろ
発言する,はつげんする,to speak,irregular,-,発言しない,発言します,発言すれば,発言しよう,発言して,発言した,発言しなかった,発言される,発言させる,発言できる,発言しろ
発明する,はつめいする,to invent,irregular,-,発明しない,発明します,発明すれば,発明しよう,発明して,発明した,発明しなかった,発明される,発明させる,発明できる,発明しろ
発展する,はってんする,to develop,irregular,-,発展しない,発展します,発展すれば,発展しよう,発展して,発展した,発展しなかった,発展される,発展させる,発展できる,発展しろ
閉店する,へいてんする,to close a shop,irregular,-,閉店しない,閉店します,閉店すれば,閉店しよう,閉店して,閉店した,閉店しなかった,閉店される,閉店させる,閉店できる,閉店しろ
返事する,へんじする,"to answer, to reply",irregular,-,返事しない,返事します,返事すれば,返事しよう,返事して,返事した,返事しなかった,返事される,返事させる,返事できる,返事しろ
変化する,へんかする,to change,irregular,-,変化しない,変化します,変化すれば,変化しよう,変化して,変化した,変化しなかった,変化される,変化させる,変化できる,変化しろ
変更する,へんこうする,"to alter, to change",irregular,-,変更しない,変更します,変更すれば,変更しよう,変更して,変更した,変更しなかった,変更される,変更させる,変更できる,変更しろ
返品する,へんぴんする,to return goods,irregular,-,返品しない,返品します,返品すれば,返品しよう,返品して,返品した,返品しなかった,返品される,返品させる,返品できる,返品しろ
ヘルプする,ヘルプする,to help,irregular,-,ヘルプしない,ヘルプします,ヘルプすれば,ヘルプしよう,ヘルプして,ヘルプした,ヘルプしなかった,ヘルプされる,ヘルプさせる,ヘルプできる,ヘルプしろ
批判する,ひはんする,to criticize,irregular,-,批判しない,批判します,批判すれば,批判しよう,批判して,批判した,批判しなかった,批判される,批判させる,批判できる,批判しろ
批評する,ひひょうする,to criticize,irregular,-,批評しない,批評します,批評すれば,批評しよう,批評して,批評した,批評しなかった,批評される,批評させる,批評できる,批評しろ
否定する,ひていする,to deny,irregular,-,否定しない,否定します,否定すれば,否定しよう,否定して,否定した,否定しなかった,否定される,否定させる,否定できる,否定しろ
報告する,ほうこくする,to report,irregular,-,報告しない,報告します,報告すれば,報告しよう,報告して,報告した,報告しなかった,報告される,報告させる,報告できる,報告しろ
訪問する,ほうもんする,to visit,irregular,-,訪問しない,訪問します,訪問すれば,訪問しよう,訪問して,訪問した,訪問しなかった,訪問される,訪問させる,訪問できる,訪問しろ
翻訳する,ほんやくする,to translate,irregular,-,翻訳しない,翻訳します,翻訳すれば,翻訳しよう,翻訳して,翻訳した,翻訳しなかった,翻訳される,翻訳させる,翻訳できる,翻訳しろ
保証する,ほしょうする,"to gurantee, to pledge",irregular,-,保証しない,保証します,保証すれば,保証しよう,保証して,保証した,保証しなかった,保証される,保証させる,保証できる,保証しろ
放送する,ほうそうする,to broadcast,irregular,-,放送しない,放送します,放送すれば,放送しよう,放送して,放送した,放送しなかった,放送される,放送させる,放送できる,放送しろ
